file,status,detail
ex3.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
III.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
III-TD-23mars.mp4,unsupported,Type Google Drive non supporté pour ce flux: video/mp4
ex7.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
ex6.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
ex1-ex2-TD-23mars.mp4,unsupported,Type Google Drive non supporté pour ce flux: video/mp4
ex3-ex4-TD-23mars.mp4,unsupported,Type Google Drive non supporté pour ce flux: video/mp4
ex5-TD-23mars.mp4,unsupported,Type Google Drive non supporté pour ce flux: video/mp4
ex6-TD-23mars.mp4,unsupported,Type Google Drive non supporté pour ce flux: video/mp4
Cours_circuits_logiques_Corrigé.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
cours_circuits_logiques.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
Circuit_exo8.png,unsupported,Type Google Drive non supporté pour ce flux: image/png
Synthèse_activité1.mm,unsupported,Type Google Drive non supporté pour ce flux: application/x-freemind
Synthèse_activité2.mm,unsupported,Type Google Drive non supporté pour ce flux: application/x-freemind
package.json,unsupported,Type Google Drive non supporté pour ce flux: application/json
jquery-1.8.2.min.js,unsupported,Type Google Drive non supporté pour ce flux: text/javascript
Gruntfile.js,unsupported,Type Google Drive non supporté pour ce flux: text/javascript
.travis.yml,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
turing.js,unsupported,Type Google Drive non supporté pour ce flux: text/javascript
.gitignore,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
meta.json,unsupported,Type Google Drive non supporté pour ce flux: application/json
turing.css,unsupported,Type Google Drive non supporté pour ce flux: text/css
120px.png,unsupported,Type Google Drive non supporté pour ce flux: image/png
sty.css,unsupported,Type Google Drive non supporté pour ce flux: text/css
traitement.php,unsupported,Type Google Drive non supporté pour ce flux: application/x-httpd-php
feuilleSty.css,unsupported,Type Google Drive non supporté pour ce flux: text/css
html.PNG,unsupported,Type Google Drive non supporté pour ce flux: image/png
form.png,unsupported,Type Google Drive non supporté pour ce flux: image/png
TP_evaluation_reseau.fls,unsupported,Type Google Drive non supporté pour ce flux: application/x-zip
7_Representation des textes.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
12_Cours et TD_Circuits_logiques.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
13_Cours_TD_Circuits_logiques_CORRECTION.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
6_Représentation binaire d_un entier relatif.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
5_Ecriture d_un entier positif.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
12_Cours_TD_Circuits_logiques.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
TD_construits_python.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
2_TD_Types construits.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
3_TD_CORRECTION.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
TD_construits_python_corrige.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
1_Cours_Types construits_Python.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
Bilan projet et présentation.mp4,unsupported,Type Google Drive non supporté pour ce flux: video/mp4
rendu_monnaie_TD.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
sac_a_dos.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
tri_par_date_fin.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
rendu_monnaie.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
tri_selection.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
tri_bulles.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
tri_insertion.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
shaker_sort.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
algorithmes_tri_corrige.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
ex10.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
exercice1_corrige.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
3_Conv_bin_dec.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
calcul_flottant.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
binaire_et_hexa.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
complement_a_deux.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exercice1.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exercice2.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exercice0.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exercice3.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exercice5.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exercice4.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exercice7.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exercice6.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exercice10.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exercice8.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exercice9.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exo1.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Exo2.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
decodage_texte.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
creation_liste_alphabet_utf8.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
generateur_cles.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
codage_texte_bis.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
films.db,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
agence_voyage.db,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
requestdb.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
test_requestdb_txt.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Eval_BDD_Requetes_Pierre CAILLABET.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
MCD_eval,error,EOF marker not found
Eval_requetes_sans 2.4-checkpoint.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
Eval_BDD_Requetes_Pierre CAILLABET-checkpoint.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
requestdb.cpython-36.pyc,unsupported,Type Google Drive non supporté pour ce flux: application/x-python-code
films.db,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
style.css,unsupported,Type Google Drive non supporté pour ce flux: text/css
Exo1_cas3,error,EOF marker not found
Exo1_cas2,error,EOF marker not found
Exo1_cas1,error,EOF marker not found
Exo2_Notebook_SQlite.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
Exo2_Notebook_SQlite-checkpoint.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
exercices-requetes-sujet.ipynb,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
test_requestdb_txt.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
requestdb.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
films.db,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
style.css,unsupported,Type Google Drive non supporté pour ce flux: text/css
Qt5Concurrent.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
Qt5Network.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
Qt5Widgets.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
Qt5Gui.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
Qt5Xml.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
Qt5PrintSupport.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
DB Browser for SQLite.exe,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
ssleay32.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
sqlcipher.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
libeay32.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
DB Browser for SQLCipher.exe,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
Qt5Core.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
sqlite3.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
LICENSE,error,EOF marker not found
LICENSE-PLUGINS,error,EOF marker not found
qwebp.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qsvg.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qwbmp.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qgif.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qtga.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qtiff.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qico.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qjpeg.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qicns.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
windowsprintersupport.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qwindowsvistastyle.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qtmultimedia_ru.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtbase_uk.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtbase_it.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_pt.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtbase_cs.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_uk.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtmultimedia_es.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtxmlpatterns_it.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtxmlpatterns_pl.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtquick1_en.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtbase_pl.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtbase_ru.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtquick1_it.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtquick1_de.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtquick1_ru.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_pl.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_en.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtscript_ko.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtscript_ru.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_zh_CN.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtscript_it.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_fr.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtscript_ar.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtxmlpatterns_es.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtxmlpatterns_de.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_it.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtscript_uk.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_zh_TW.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_de.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtmultimedia_fr.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtscript_cs.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtbase_fr.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_ar.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_ru.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtquick1_fr.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtquick1_uk.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtbase_de.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtxmlpatterns_ko.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtxmlpatterns_en.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtmultimedia_pl.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtbase_en.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtscript_en.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtbase_ar.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtquick1_cs.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtmultimedia_it.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtscript_es.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtmultimedia_en.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_es.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtscript_pl.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtmultimedia_ko.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtxmlpatterns_fr.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtscript_de.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_ko.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtquick1_es.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtquick1_ko.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtscript_fr.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtmultimedia_de.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qt_cs.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtmultimedia_cs.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtxmlpatterns_uk.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtbase_ko.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtbase_es.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtmultimedia_uk.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtmultimedia_ar.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtquick1_pl.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtxmlpatterns_ru.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
qtxmlpatterns_cs.qm,unsupported,Type Google Drive non supporté pour ce flux: application/octet-stream
math.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qgenericbearer.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
qwindows.dll,unsupported,Type Google Drive non supporté pour ce flux: application/x-dosexec
ex4_metro_cand_libre-2.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
ex4_amerique_nord_2021.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
Classes_Piles_Files.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
ArbreBinaire.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
ex5_centres_etranger-1.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
22_nsi_02.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_24.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_12.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_36.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_16.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_40.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_35.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22-nsi-33.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_15.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_10.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_37_0.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_11.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_01.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_18.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_06.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_08.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_31.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_07.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_26.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22_nsi_20.zip,unsupported,Type Google Drive non supporté pour ce flux: application/zip
22-NSI-10.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
22-NSI-36.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
22-NSI-18.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
22-NSI-40.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
22-NSI-06.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
22-NSI-11.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
22-NSI-12.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
22-NSI-16.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
22-NSI-07.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
22-NSI-08.py,unsupported,Type Google Drive non supporté pour ce flux: text/x-python
